row,space_group,split,split_id
184773,60,train,0
184774,14,train,0
184775,2,train,0
184776,2,val,1
184777,2,train,0
184778,14,train,0
184779,14,train,0
184780,15,test,2
184781,15,train,0
184782,14,test,2
184783,29,train,0
184784,2,train,0
184785,14,train,0
184786,14,train,0
184787,14,train,0
184788,14,train,0
184789,15,train,0
184790,2,train,0
184791,14,train,0
184792,14,train,0
184793,14,train,0
184794,62,train,0
184795,62,train,0
184796,14,train,0
184797,1,train,0
184798,61,train,0
184799,61,train,0
184800,2,train,0
184801,2,train,0
184802,14,val,1
184803,2,train,0
184804,14,train,0
184805,2,val,1
184806,14,train,0
184807,2,train,0
184808,2,val,1
184809,14,train,0
184810,2,train,0
184811,14,train,0
184812,14,test,2
184813,2,train,0
184814,2,val,1
184815,2,train,0
184816,62,train,0
184817,1,train,0
184818,15,train,0
184819,15,val,1
184820,9,train,0
184821,14,train,0
184822,14,test,2
184823,14,val,1
184824,14,train,0
184825,61,train,0
184826,14,train,0
184827,14,train,0
184828,14,train,0
184829,14,train,0
184830,14,train,0
184831,2,train,0
184832,96,val,1
184833,14,train,0
184834,14,train,0
184835,19,train,0
184836,2,val,1
184837,2,train,0
184838,15,train,0
184839,14,val,1
184840,2,train,0
184841,61,train,0
184842,14,test,2
184843,14,val,1
184844,14,train,0
184845,11,train,0
184846,14,train,0
184847,14,train,0
184848,19,train,0
184849,62,train,0
184850,62,train,0
184851,2,train,0
184852,19,train,0
184853,19,train,0
184854,2,train,0
184855,2,train,0
184856,2,train,0
184857,14,train,0
184858,14,train,0
184859,60,train,0
184860,2,train,0
184861,2,train,0
184862,56,train,0
184863,4,val,1
184864,14,train,0
184865,14,train,0
184866,14,train,0
184867,14,val,1
184868,14,train,0
184869,14,train,0
184870,62,train,0
184871,14,train,0
184872,14,val,1
184873,14,train,0
184874,14,train,0
184875,14,train,0
184876,14,test,2
184877,2,train,0
184878,19,train,0
184879,14,train,0
184880,14,train,0
184881,2,train,0
184882,2,train,0
184883,14,test,2
184884,15,train,0
184885,14,train,0
184886,14,train,0
184887,2,train,0
184888,2,train,0
184889,2,train,0
184890,2,train,0
184891,2,train,0
184892,14,train,0
184893,2,train,0
184894,14,train,0
184895,19,train,0
184896,14,train,0
184897,61,train,0
184898,2,train,0
184899,2,train,0
184900,14,train,0
184901,4,train,0
184902,14,train,0
184903,148,train,0
184904,14,train,0
184905,14,train,0
184906,2,train,0
184907,14,train,0
184908,2,val,1
184909,14,train,0
184910,2,train,0
184911,14,train,0
184912,14,train,0
184913,14,test,2
184914,14,train,0
184915,19,train,0
184916,14,train,0
184917,2,test,2
184918,33,train,0
184919,2,train,0
184920,2,train,0
184921,14,train,0
184922,2,val,1
184923,11,train,0
184924,2,train,0
184925,9,train,0
184926,33,train,0
184927,14,train,0
184928,15,train,0
184929,2,train,0
184930,2,train,0
184931,14,train,0
184932,2,train,0
184933,2,val,1
184934,2,train,0
184935,2,train,0
184936,2,train,0
184937,2,train,0
184938,2,train,0
184939,2,train,0
184940,2,train,0
184941,2,train,0
184942,2,train,0
184943,14,val,1
184944,14,train,0
184945,2,test,2
184946,14,train,0
184947,14,train,0
184948,14,train,0
184949,2,train,0
184950,2,train,0
184951,2,train,0
184952,14,val,1
184953,14,test,2
184954,14,train,0
184955,14,train,0
184956,14,test,2
184957,2,train,0
184958,2,train,0
184959,2,train,0
184960,15,train,0
184961,14,train,0
184962,14,train,0
184963,14,train,0
184964,2,train,0
184965,9,train,0
184966,14,train,0
184967,61,test,2
184968,1,train,0
184969,2,train,0
184970,14,train,0
184971,14,test,2
184972,14,val,1
184973,13,test,2
184974,14,train,0
184975,2,train,0
184976,14,test,2
184977,2,train,0
184978,2,train,0
184979,2,train,0
184980,2,train,0
184981,2,train,0
184982,14,train,0
184983,29,train,0
184984,88,val,1
184985,32,val,1
184986,29,train,0
184987,14,train,0
184988,2,train,0
184989,14,val,1
184990,14,val,1
184991,14,train,0
184992,2,test,2
184993,2,test,2
184994,2,train,0
184995,14,train,0
184996,2,test,2
184997,2,train,0
184998,14,val,1
184999,2,train,0
185000,14,train,0
185001,19,train,0
185002,14,train,0
185003,5,train,0
185004,18,val,1
185005,96,train,0
185006,15,train,0
185007,2,train,0
185008,2,train,0
185009,15,train,0
185010,14,train,0
185011,14,train,0
185012,9,train,0
185013,14,train,0
185014,14,train,0
185015,14,train,0
185016,14,test,2
185017,14,train,0
185018,14,train,0
185019,14,train,0
185020,2,train,0
185021,14,train,0
185022,15,val,1
185023,60,test,2
185024,60,train,0
185025,14,train,0
185026,14,train,0
185027,14,val,1
185028,14,train,0
185029,14,test,2
185030,14,train,0
185031,2,train,0
185032,2,train,0
185033,2,train,0
185034,2,train,0
185035,2,train,0
185036,15,val,1
185037,14,train,0
185038,2,train,0
185039,15,train,0
185040,2,train,0
185041,2,train,0
185042,15,train,0
185043,2,train,0
185044,2,train,0
185045,61,train,0
185046,14,train,0
185047,14,train,0
185048,2,train,0
185049,14,val,1
185050,14,train,0
185051,2,train,0
185052,2,val,1
185053,2,train,0
185054,14,train,0
185055,33,train,0
185056,2,train,0
185057,14,train,0
185058,14,train,0
185059,15,train,0
185060,2,train,0
185061,19,train,0
185062,4,train,0
185063,4,train,0
185064,14,val,1
185065,19,train,0
185066,19,train,0
185067,4,train,0
185068,19,train,0
185069,19,test,2
185070,19,val,1
185071,1,train,0
185072,19,train,0
185073,14,train,0
185074,14,train,0
185075,14,train,0
185076,19,train,0
185077,2,train,0
185078,2,test,2
185079,33,train,0
185080,19,train,0
185081,14,test,2
185082,14,train,0
185083,14,train,0
185084,14,train,0
185085,7,train,0
185086,2,train,0
185087,2,val,1
185088,14,train,0
185089,61,val,1
185090,2,train,0
185091,14,train,0
185092,14,train,0
185093,2,train,0
185094,14,train,0
185095,14,val,1
185096,2,train,0
185097,2,train,0
185098,2,train,0
185099,2,train,0
185100,14,train,0
185101,61,train,0
185102,14,train,0
185103,19,val,1
185104,19,test,2
185105,4,train,0
185106,4,train,0
185107,1,train,0
185108,4,train,0
185109,19,train,0
185110,4,train,0
185111,14,train,0
185112,2,train,0
185113,19,train,0
185114,14,test,2
185115,5,train,0
185116,14,train,0
185117,15,train,0
185118,14,train,0
185119,14,train,0
185120,14,train,0
185121,2,train,0
185122,197,train,0
185123,61,train,0
185124,14,train,0
185125,62,val,1
185126,14,test,2
185127,19,train,0
185128,82,train,0
185129,2,train,0
185130,14,test,2
185131,14,train,0
185132,14,train,0
185133,11,val,1
185134,2,train,0
185135,2,train,0
185136,2,train,0
185137,14,train,0
185138,14,train,0
185139,4,train,0
185140,2,train,0
185141,2,train,0
185142,14,train,0
185143,14,train,0
185144,14,train,0
185145,14,train,0
185146,43,train,0
185147,14,train,0
185148,2,train,0
185149,2,train,0
185150,14,train,0
185151,14,train,0
185152,14,train,0
185153,14,test,2
185154,14,train,0
185155,29,train,0
185156,14,train,0
185157,14,train,0
185158,14,train,0
185159,2,train,0
185160,19,train,0
185161,14,train,0
185162,14,train,0
185163,14,train,0
185164,19,train,0
185165,15,train,0
185166,2,train,0
185167,4,train,0
185168,14,train,0
185169,2,train,0
185170,14,test,2
185171,14,train,0
185172,15,test,2
185173,15,train,0
185174,14,train,0
185175,14,train,0
185176,14,train,0
185177,14,train,0
185178,14,train,0
185179,2,train,0
185180,2,train,0
185181,29,test,2
185182,61,train,0
185183,33,train,0
185184,33,test,2
185185,2,train,0
185186,2,train,0
185187,2,train,0
185188,14,train,0
185189,14,val,1
185190,14,train,0
185191,2,test,2
185192,14,train,0
185193,14,train,0
185194,14,train,0
185195,43,train,0
185196,76,train,0
185197,19,train,0
185198,4,train,0
185199,18,train,0
185200,19,val,1
185201,19,train,0
185202,2,train,0
185203,76,train,0
185204,2,train,0
185205,14,train,0
185206,33,train,0
185207,14,train,0
185208,61,train,0
185209,14,val,1
185210,14,train,0
185211,15,train,0
185212,14,train,0
185213,14,train,0
185214,14,train,0
185215,2,train,0
185216,14,train,0
185217,11,train,0
185218,96,train,0
185219,14,train,0
185220,14,train,0
185221,14,train,0
185222,14,train,0
185223,14,train,0
185224,2,train,0
185225,15,train,0
185226,14,train,0
185227,2,train,0
185228,14,val,1
185229,2,test,2
185230,2,train,0
185231,14,test,2
185232,19,train,0
185233,2,train,0
185234,2,train,0
185235,14,train,0
185236,14,test,2
185237,14,val,1
185238,2,train,0
185239,14,train,0
185240,2,train,0
185241,2,train,0
185242,2,test,2
185243,19,train,0
185244,14,val,1
185245,9,train,0
185246,14,train,0
185247,19,train,0
185248,62,train,0
185249,14,train,0
185250,2,test,2
185251,2,train,0
185252,14,train,0
185253,14,train,0
185254,2,train,0
185255,14,train,0
185256,14,val,1
185257,4,train,0
185258,14,train,0
185259,2,train,0
185260,19,train,0
185261,14,train,0
185262,14,train,0
185263,14,train,0
185264,14,train,0
185265,2,train,0
185266,14,train,0
185267,2,train,0
185268,14,train,0
185269,19,train,0
185270,14,train,0
185271,14,train,0
185272,14,val,1
185273,2,test,2
185274,14,train,0
185275,2,val,1
185276,14,test,2
185277,2,test,2
185278,14,train,0
185279,2,train,0
185280,2,test,2
185281,2,train,0
185282,14,train,0
185283,14,train,0
185284,2,train,0
185285,14,train,0
185286,54,train,0
185287,86,train,0
185288,19,train,0
185289,14,train,0
185290,14,train,0
185291,82,val,1
185292,15,train,0
185293,14,train,0
185294,14,train,0
185295,14,train,0
185296,61,train,0
185297,2,train,0
185298,14,train,0
185299,14,train,0
185300,14,train,0
185301,34,train,0
185302,14,val,1
185303,14,val,1
185304,33,val,1
185305,2,train,0
185306,2,val,1
185307,2,train,0
185308,2,train,0
185309,2,train,0
185310,2,train,0
185311,14,train,0
185312,2,train,0
185313,14,test,2
185314,2,val,1
185315,14,train,0
185316,62,train,0
185317,60,val,1
185318,14,val,1
185319,15,train,0
185320,4,train,0
185321,2,train,0
185322,2,train,0
185323,2,train,0
185324,14,train,0
185325,70,train,0
185326,14,train,0
185327,14,train,0
185328,14,train,0
185329,2,train,0
185330,14,train,0
185331,15,train,0
185332,15,train,0
185333,14,train,0
185334,12,train,0
185335,14,train,0
185336,14,val,1
185337,14,train,0
185338,14,test,2
185339,14,train,0
185340,4,train,0
185341,61,val,1
185342,9,train,0
185343,19,train,0
185344,15,train,0
185345,15,train,0
185346,15,train,0
185347,19,test,2
185348,2,train,0
185349,14,train,0
185350,14,train,0
185351,2,train,0
185352,61,train,0
185353,15,train,0
185354,14,val,1
185355,2,train,0
185356,2,train,0
185357,14,train,0
185358,15,test,2
185359,14,train,0
185360,14,train,0
185361,2,val,1
185362,14,train,0
185363,2,train,0
185364,14,test,2
185365,14,train,0
185366,61,train,0
185367,2,train,0
185368,14,train,0
185369,15,train,0
185370,2,train,0
185371,2,train,0
185372,2,train,0
185373,2,test,2
185374,33,test,2
185375,2,train,0
185376,2,train,0
185377,14,train,0
185378,19,train,0
185379,19,train,0
185380,15,train,0
185381,14,train,0
185382,14,train,0
185383,19,train,0
185384,14,train,0
185385,14,train,0
185386,2,train,0
185387,14,train,0
185388,19,train,0
185389,19,train,0
185390,1,train,0
185391,13,val,1
185392,14,train,0
185393,4,train,0
185394,14,train,0
185395,2,test,2
185396,14,train,0
185397,2,train,0
185398,4,train,0
185399,14,train,0
185400,14,val,1
185401,14,train,0
185402,14,train,0
185403,2,train,0
185404,2,train,0
185405,2,train,0
185406,4,train,0
185407,14,train,0
185408,2,train,0
185409,14,train,0
185410,14,train,0
185411,14,train,0
185412,9,train,0
185413,14,train,0
185414,2,train,0
185415,2,train,0
185416,33,train,0
185417,14,test,2
185418,33,val,1
185419,14,test,2
185420,14,train,0
185421,110,train,0
185422,110,val,1
185423,110,train,0
185424,2,train,0
185425,13,train,0
185426,2,train,0
185427,15,val,1
185428,15,train,0
185429,14,train,0
185430,2,train,0
185431,14,train,0
185432,61,train,0
185433,19,test,2
185434,14,val,1
185435,19,train,0
185436,19,train,0
185437,2,train,0
185438,2,train,0
185439,2,train,0
185440,2,train,0
185441,2,train,0
185442,14,train,0
185443,1,train,0
185444,19,train,0
185445,33,val,1
185446,15,train,0
185447,86,train,0
185448,2,train,0
185449,14,train,0
185450,14,test,2
185451,2,train,0
185452,14,train,0
185453,5,train,0
185454,19,test,2
185455,14,train,0
185456,14,train,0
185457,14,train,0
185458,14,train,0
185459,2,train,0
185460,61,train,0
185461,14,train,0
185462,14,train,0
185463,14,train,0
185464,14,train,0
185465,60,train,0
185466,2,val,1
185467,2,train,0
185468,14,train,0
185469,14,train,0
185470,2,train,0
185471,14,train,0
185472,14,train,0
185473,15,train,0
185474,14,train,0
185475,14,train,0
185476,14,test,2
185477,2,train,0
185478,2,train,0
185479,2,train,0
185480,2,train,0
185481,14,train,0
185482,2,train,0
185483,14,train,0
185484,14,val,1
185485,14,train,0
185486,29,val,1
185487,4,val,1
185488,14,train,0
185489,18,train,0
185490,19,test,2
185491,19,train,0
185492,15,train,0
185493,2,test,2
185494,33,train,0
185495,2,train,0
185496,2,train,0
185497,19,train,0
185498,2,train,0
185499,2,test,2
185500,2,test,2
185501,14,train,0
185502,4,train,0
185503,14,train,0
185504,14,train,0
185505,2,train,0
185506,14,train,0
185507,14,val,1
185508,61,train,0
185509,7,test,2
185510,61,train,0
185511,148,train,0
185512,2,train,0
185513,14,train,0
185514,13,train,0
185515,14,train,0
185516,14,val,1
185517,2,train,0
185518,14,test,2
185519,14,train,0
185520,15,train,0
185521,14,train,0
185522,14,train,0
185523,2,test,2
185524,2,train,0
185525,14,train,0
185526,2,val,1
185527,56,train,0
185528,56,train,0
185529,2,val,1
185530,9,train,0
185531,2,train,0
185532,2,test,2
185533,14,val,1
185534,15,train,0
185535,14,train,0
185536,2,train,0
185537,14,train,0
185538,2,train,0
185539,56,val,1
185540,14,train,0
185541,14,train,0
185542,15,train,0
185543,62,train,0
185544,52,test,2
185545,9,test,2
185546,15,test,2
185547,61,train,0
185548,2,train,0
185549,2,train,0
185550,2,train,0
185551,14,train,0
185552,2,test,2
185553,14,train,0
185554,14,train,0
185555,15,train,0
185556,2,train,0
185557,14,train,0
185558,14,val,1
185559,2,train,0
185560,14,train,0
185561,15,test,2
185562,43,train,0
185563,2,val,1
185564,20,val,1
185565,2,train,0
185566,4,train,0
185567,4,test,2
185568,15,train,0
185569,14,train,0
185570,2,train,0
185571,14,val,1
185572,29,train,0
185573,2,train,0
185574,15,train,0
185575,2,test,2
185576,2,train,0
185577,2,train,0
185578,14,train,0
185579,14,val,1
185580,2,train,0
185581,2,test,2
185582,2,train,0
185583,15,train,0
185584,15,train,0
185585,1,train,0
185586,15,train,0
185587,15,train,0
185588,2,train,0
185589,14,val,1
185590,14,train,0
185591,14,train,0
185592,52,train,0
185593,14,test,2
185594,14,train,0
185595,2,train,0
185596,14,train,0
185597,14,train,0
185598,14,train,0
185599,147,val,1
185600,2,train,0
185601,2,train,0
185602,61,train,0
185603,14,train,0
185604,4,train,0
185605,61,train,0
185606,11,train,0
185607,14,train,0
185608,14,train,0
185609,2,train,0
185610,14,train,0
185611,14,train,0
185612,15,train,0
185613,14,val,1
185614,14,train,0
185615,14,train,0
185616,2,test,2
185617,4,val,1
185618,2,train,0
185619,2,train,0
185620,2,train,0
185621,61,train,0
185622,14,train,0
185623,14,train,0
185624,2,train,0
185625,14,train,0
185626,14,test,2
185627,19,train,0
185628,1,train,0
185629,19,train,0
185630,4,train,0
185631,14,val,1
185632,5,train,0
185633,4,train,0
185634,19,train,0
185635,2,train,0
185636,14,train,0
185637,92,train,0
185638,56,train,0
185639,2,train,0
185640,2,train,0
185641,14,test,2
185642,14,train,0
185643,14,train,0
185644,14,train,0
185645,2,train,0
185646,2,train,0
185647,2,train,0
185648,14,train,0
185649,14,val,1
185650,14,train,0
185651,2,train,0
185652,2,train,0
185653,2,val,1
185654,14,val,1
185655,2,train,0
185656,2,train,0
185657,2,train,0
185658,14,train,0
185659,14,train,0
185660,2,test,2
185661,61,train,0
185662,2,train,0
185663,14,train,0
185664,14,train,0
185665,14,train,0
185666,14,train,0
185667,14,train,0
185668,14,train,0
185669,19,train,0
185670,9,train,0
185671,2,train,0
185672,14,train,0
185673,2,train,0
185674,14,train,0
185675,14,train,0
185676,2,train,0
185677,2,test,2
185678,2,train,0
185679,2,train,0
185680,2,train,0
185681,4,train,0
185682,4,train,0
185683,114,train,0
185684,14,train,0
185685,2,train,0
185686,11,val,1
185687,2,test,2
185688,2,test,2
185689,14,train,0
185690,14,train,0
185691,14,train,0
185692,14,train,0
185693,15,train,0
185694,14,train,0
185695,2,train,0
185696,14,val,1
185697,14,train,0
185698,2,train,0
185699,13,train,0
185700,14,train,0
185701,14,train,0
185702,14,train,0
185703,14,train,0
185704,14,train,0
185705,14,train,0
185706,2,train,0
185707,15,train,0
185708,15,train,0
185709,14,train,0
185710,14,train,0
185711,2,val,1
185712,2,train,0
185713,2,train,0
185714,14,train,0
185715,14,train,0
185716,88,train,0
185717,2,train,0
185718,2,train,0
185719,14,train,0
185720,33,train,0
185721,2,train,0
185722,14,train,0
185723,14,train,0
185724,61,train,0
185725,14,train,0
185726,61,train,0
185727,11,train,0
185728,15,train,0
185729,2,train,0
185730,2,train,0
185731,2,train,0
185732,14,train,0
185733,2,train,0
185734,14,train,0
185735,2,train,0
185736,2,train,0
185737,14,train,0
185738,4,train,0
185739,4,train,0
185740,19,val,1
185741,15,train,0
185742,14,train,0
185743,19,train,0
185744,19,train,0
185745,14,train,0
185746,14,train,0
185747,14,train,0
185748,14,train,0
185749,2,test,2
185750,2,train,0
185751,14,train,0
185752,2,train,0
185753,2,train,0
185754,2,train,0
185755,14,train,0
185756,14,train,0
185757,2,val,1
185758,2,train,0
185759,2,val,1
185760,2,train,0
185761,15,train,0
185762,14,train,0
185763,61,train,0
185764,2,train,0
185765,2,train,0
185766,2,test,2
185767,2,test,2
185768,2,train,0
185769,2,train,0
185770,14,train,0
185771,14,test,2
185772,2,test,2
185773,14,train,0
185774,14,test,2
185775,15,train,0
185776,5,test,2
185777,15,train,0
185778,15,train,0
185779,2,train,0
185780,14,train,0
185781,61,test,2
185782,14,train,0
185783,15,train,0
185784,15,train,0
185785,2,train,0
185786,2,train,0
185787,14,val,1
185788,2,train,0
185789,2,train,0
185790,2,train,0
185791,2,train,0
185792,14,train,0
185793,61,train,0
185794,33,train,0
185795,14,train,0
185796,14,test,2
185797,4,train,0
185798,14,test,2
185799,61,train,0
185800,2,train,0
185801,14,train,0
185802,14,train,0
185803,15,train,0
185804,12,train,0
185805,2,train,0
185806,15,train,0
185807,62,train,0
185808,14,train,0
185809,19,train,0
185810,14,train,0
185811,14,val,1
185812,2,val,1
185813,14,test,2
185814,2,train,0
185815,58,train,0
185816,2,val,1
185817,2,train,0
185818,2,val,1
185819,61,train,0
185820,61,train,0
185821,2,train,0
185822,14,train,0
185823,14,train,0
185824,14,train,0
185825,14,train,0
185826,15,test,2
185827,14,train,0
185828,15,train,0
185829,2,train,0
185830,15,train,0
185831,33,train,0
185832,14,train,0
185833,2,train,0
185834,43,train,0
185835,14,train,0
185836,14,train,0
185837,61,train,0
185838,14,val,1
185839,9,train,0
185840,9,test,2
185841,2,train,0
185842,61,train,0
185843,15,train,0
185844,2,train,0
185845,2,train,0
185846,14,train,0
185847,4,train,0
185848,2,train,0
185849,2,train,0
185850,14,train,0
185851,2,test,2
185852,14,train,0
185853,14,train,0
185854,14,train,0
185855,14,train,0
185856,14,train,0
185857,5,train,0
185858,61,train,0
185859,33,train,0
185860,61,train,0
185861,62,train,0
185862,14,train,0
185863,14,train,0
185864,14,train,0
185865,2,train,0
185866,14,train,0
185867,2,train,0
185868,2,train,0
185869,19,val,1
185870,4,train,0
185871,15,train,0
185872,14,val,1
185873,14,train,0
185874,14,train,0
185875,62,test,2
185876,62,val,1
185877,19,train,0
185878,2,train,0
185879,2,train,0
185880,2,train,0
185881,147,train,0
185882,14,test,2
185883,19,val,1
185884,15,train,0
185885,14,val,1
185886,2,train,0
185887,2,train,0
185888,15,train,0
185889,2,test,2
185890,2,train,0
185891,14,train,0
185892,2,train,0
185893,14,train,0
185894,12,train,0
185895,20,train,0
185896,15,train,0
185897,2,train,0
185898,167,train,0
185899,2,train,0
185900,14,train,0
185901,2,train,0
185902,14,test,2
185903,14,train,0
185904,14,train,0
185905,2,train,0
185906,148,train,0
185907,14,train,0
185908,61,train,0
185909,61,train,0
185910,2,train,0
185911,15,train,0
185912,14,train,0
185913,14,train,0
185914,14,train,0
185915,14,train,0
185916,2,train,0
185917,2,train,0
185918,2,train,0
185919,2,train,0
185920,2,train,0
185921,2,train,0
185922,2,train,0
185923,2,train,0
185924,2,train,0
185925,14,val,1
185926,33,train,0
185927,33,train,0
185928,14,train,0
185929,14,train,0
185930,33,train,0
185931,14,train,0
185932,14,train,0
185933,33,train,0
185934,2,test,2
185935,15,train,0
185936,14,train,0
185937,61,train,0
185938,14,train,0
185939,14,train,0
185940,14,train,0
185941,13,val,1
185942,14,train,0
185943,14,train,0
185944,14,train,0
185945,2,val,1
185946,14,train,0
185947,2,train,0
185948,14,train,0
185949,15,train,0
185950,2,test,2
185951,2,train,0
185952,2,train,0
185953,2,train,0
185954,2,val,1
185955,2,train,0
185956,14,test,2
185957,2,train,0
185958,19,train,0
185959,14,train,0
185960,15,train,0
185961,14,train,0
185962,14,train,0
185963,19,train,0
185964,14,train,0
185965,2,train,0
185966,2,train,0
185967,2,val,1
185968,15,train,0
185969,15,train,0
185970,14,train,0
185971,2,val,1
185972,2,train,0
185973,2,train,0
185974,61,train,0
185975,2,train,0
185976,14,train,0
185977,2,test,2
185978,14,train,0
185979,2,train,0
185980,2,train,0
185981,14,train,0
185982,14,train,0
185983,14,train,0
185984,14,train,0
185985,14,train,0
185986,14,train,0
185987,61,train,0
185988,2,train,0
185989,14,train,0
185990,14,train,0
185991,15,train,0
185992,92,test,2
185993,96,train,0
185994,62,train,0
185995,14,train,0
185996,15,train,0
185997,14,train,0
185998,2,train,0
185999,14,val,1
186000,15,train,0
186001,14,val,1
186002,2,test,2
186003,2,train,0
186004,19,train,0
186005,154,train,0
186006,4,train,0
186007,4,train,0
186008,14,train,0
186009,2,train,0
186010,11,val,1
186011,14,train,0
186012,14,train,0
186013,14,train,0
186014,14,test,2
186015,14,train,0
186016,96,train,0
186017,7,train,0
186018,7,train,0
186019,7,train,0
186020,15,val,1
186021,15,train,0
186022,14,train,0
186023,14,train,0
186024,14,train,0
186025,14,train,0
186026,14,train,0
186027,147,train,0
186028,9,train,0
186029,14,train,0
186030,2,train,0
186031,82,train,0
186032,2,train,0
186033,2,train,0
186034,2,train,0
186035,2,train,0
186036,2,train,0
186037,14,train,0
186038,14,val,1
186039,15,train,0
186040,86,train,0
186041,86,train,0
186042,14,train,0
186043,2,test,2
186044,62,train,0
186045,14,train,0
186046,19,val,1
186047,14,train,0
186048,2,train,0
186049,14,train,0
186050,2,train,0
186051,14,train,0
186052,15,train,0
186053,2,train,0
186054,14,val,1
186055,62,train,0
186056,1,train,0
186057,14,train,0
186058,33,train,0
186059,2,test,2
186060,2,train,0
186061,14,train,0
186062,14,train,0
186063,2,train,0
186064,19,train,0
186065,96,train,0
186066,19,train,0
186067,15,val,1
186068,14,train,0
186069,14,train,0
186070,19,train,0
186071,2,train,0
186072,2,train,0
186073,14,val,1
186074,2,val,1
186075,14,train,0
186076,14,train,0
186077,14,val,1
186078,14,train,0
186079,9,test,2
186080,4,train,0
186081,14,val,1
186082,4,train,0
186083,4,train,0
186084,4,train,0
186085,2,train,0
186086,2,train,0
186087,2,train,0
186088,14,val,1
186089,14,val,1
186090,14,train,0
186091,14,train,0
186092,33,train,0
186093,2,train,0
186094,2,train,0
186095,19,train,0
186096,14,test,2
186097,14,train,0
186098,14,train,0
186099,2,train,0
186100,2,train,0
186101,14,train,0
186102,2,train,0
186103,19,train,0
186104,4,train,0
186105,2,train,0
186106,9,train,0
186107,19,train,0
186108,2,train,0
186109,4,train,0
186110,2,train,0
186111,2,train,0
186112,14,train,0
186113,2,train,0
186114,2,train,0
186115,2,train,0
186116,2,test,2
186117,142,train,0
186118,14,train,0
186119,14,train,0
186120,14,train,0
186121,14,test,2
186122,84,train,0
186123,33,train,0
186124,61,train,0
186125,169,train,0
186126,19,train,0
186127,9,train,0
186128,14,train,0
186129,14,train,0
186130,14,train,0
186131,33,train,0
186132,60,train,0
186133,14,test,2
186134,14,train,0
186135,15,train,0
186136,4,train,0
186137,14,train,0
186138,19,train,0
186139,19,train,0
186140,14,train,0
186141,14,train,0
186142,14,test,2
186143,2,train,0
186144,15,test,2
186145,2,train,0
186146,1,train,0
186147,19,train,0
186148,152,train,0
186149,5,train,0
186150,5,train,0
186151,5,train,0
186152,152,test,2
186153,4,train,0
186154,92,train,0
186155,5,train,0
186156,5,train,0
186157,19,train,0
186158,19,train,0
186159,19,train,0
186160,20,train,0
186161,2,train,0
186162,2,train,0
186163,14,train,0
186164,14,train,0
186165,2,train,0
186166,161,train,0
186167,161,val,1
186168,2,train,0
186169,14,train,0
186170,14,train,0
186171,14,train,0
186172,14,train,0
186173,14,train,0
186174,2,test,2
186175,19,train,0
186176,14,train,0
186177,2,val,1
186178,15,test,2
186179,4,train,0
186180,19,train,0
186181,14,train,0
186182,2,train,0
186183,9,train,0
186184,14,train,0
186185,14,train,0
186186,15,train,0
186187,14,train,0
186188,2,train,0
186189,2,train,0
186190,14,train,0
186191,14,train,0
186192,14,val,1
186193,14,train,0
186194,14,train,0
186195,2,test,2
186196,61,test,2
186197,14,train,0
186198,14,train,0
186199,14,train,0
186200,2,train,0
186201,2,val,1
186202,148,train,0
186203,2,train,0
186204,9,train,0
186205,2,test,2
186206,14,train,0
186207,110,test,2
186208,14,train,0
186209,14,train,0
186210,15,train,0
186211,2,train,0
186212,9,train,0
186213,2,train,0
186214,14,train,0
186215,33,test,2
186216,2,train,0
186217,14,train,0
186218,14,val,1
186219,2,train,0
186220,14,train,0
186221,14,train,0
186222,61,train,0
186223,2,train,0
186224,15,train,0
186225,2,train,0
186226,2,train,0
186227,2,train,0
186228,2,train,0
186229,2,train,0
186230,15,test,2
186231,61,train,0
186232,19,train,0
186233,15,train,0
186234,14,val,1
186235,43,val,1
186236,58,train,0
186237,190,val,1
186238,57,train,0
186239,62,train,0
186240,14,test,2
186241,2,train,0
186242,2,train,0
186243,2,train,0
186244,2,train,0
186245,14,train,0
186246,18,train,0
186247,14,train,0
186248,2,train,0
186249,161,train,0
186250,161,train,0
186251,15,train,0
186252,15,train,0
186253,13,train,0
186254,63,train,0
186255,29,train,0
186256,2,val,1
186257,52,train,0
186258,63,train,0
186259,61,val,1
186260,14,train,0
186261,2,train,0
186262,14,train,0
186263,2,val,1
186264,14,train,0
186265,14,train,0
186266,14,train,0
186267,81,train,0
186268,14,train,0
186269,14,train,0
186270,14,train,0
186271,14,train,0
186272,14,train,0
186273,14,train,0
186274,15,train,0
186275,14,train,0
186276,14,test,2
186277,61,train,0
186278,14,train,0
186279,2,test,2
186280,2,train,0
186281,14,train,0
186282,2,val,1
186283,2,test,2
186284,14,train,0
186285,61,train,0
186286,2,train,0
186287,61,val,1
186288,4,train,0
186289,14,train,0
186290,2,train,0
186291,15,val,1
186292,14,train,0
186293,2,train,0
186294,15,val,1
186295,2,test,2
186296,2,train,0
186297,52,train,0
186298,14,train,0
186299,9,train,0
186300,14,train,0
186301,14,train,0
186302,2,train,0
186303,2,train,0
186304,2,val,1
186305,14,train,0
186306,4,train,0
186307,14,val,1
186308,4,train,0
186309,15,val,1
186310,14,train,0
186311,14,train,0
186312,14,train,0
186313,11,train,0
186314,2,train,0
186315,15,train,0
186316,2,train,0
186317,14,train,0
186318,62,train,0
186319,14,val,1
186320,14,test,2
186321,2,train,0
186322,14,val,1
186323,14,train,0
186324,15,train,0
186325,2,test,2
186326,18,train,0
