row,id,space_group,crystal_system,crystal_system_id
265528,4343332,65,Orthorhombic,2
265529,4343336,4,Monoclinic,1
265530,4343337,2,Triclinic,0
265531,4343338,14,Monoclinic,1
265532,4343339,2,Triclinic,0
265533,4343340,14,Monoclinic,1
265534,4343341,18,Orthorhombic,2
265535,4343342,148,Trigonal,4
265536,4343343,148,Trigonal,4
265537,4343344,2,Triclinic,0
265538,4343345,2,Triclinic,0
265539,4343346,2,Triclinic,0
265540,4343347,2,Triclinic,0
265541,4343348,2,Triclinic,0
265542,4343349,14,Monoclinic,1
265543,4343350,14,Monoclinic,1
265544,4343351,59,Orthorhombic,2
265545,4343352,2,Triclinic,0
265546,4343353,2,Triclinic,0
265547,4343354,12,Monoclinic,1
265548,4343355,14,Monoclinic,1
265549,4343356,2,Triclinic,0
265550,4343357,2,Triclinic,0
265551,4343358,15,Monoclinic,1
265552,4343359,2,Triclinic,0
265553,4343360,14,Monoclinic,1
265554,4343361,2,Triclinic,0
265555,4343362,2,Triclinic,0
265556,4343363,88,Tetragonal,3
265557,4343364,2,Triclinic,0
265558,4343365,88,Tetragonal,3
265559,4343366,15,Monoclinic,1
265560,4343368,14,Monoclinic,1
265561,4343369,14,Monoclinic,1
265562,4343370,2,Triclinic,0
265563,4343371,14,Monoclinic,1
265564,4343372,9,Monoclinic,1
265565,4343373,14,Monoclinic,1
265566,4343374,14,Monoclinic,1
265567,4343375,2,Triclinic,0
265568,4343376,122,Tetragonal,3
265569,4343377,14,Monoclinic,1
265570,4343378,15,Monoclinic,1
265571,4343379,2,Triclinic,0
265572,4343380,2,Triclinic,0
265573,4343381,186,Hexagonal,5
265574,4343382,2,Triclinic,0
265575,4343383,2,Triclinic,0
265576,4343384,15,Monoclinic,1
265577,4343385,14,Monoclinic,1
265578,4343386,14,Monoclinic,1
265579,4343387,14,Monoclinic,1
265580,4343388,15,Monoclinic,1
265581,4343389,14,Monoclinic,1
265582,4343390,114,Tetragonal,3
265583,4343391,2,Triclinic,0
265584,4343392,14,Monoclinic,1
265585,4343393,2,Triclinic,0
265586,4343394,14,Monoclinic,1
265587,4343395,14,Monoclinic,1
265588,4343396,14,Monoclinic,1
265589,4343397,2,Triclinic,0
265590,4343398,2,Triclinic,0
265591,4343399,2,Triclinic,0
265592,4343400,166,Trigonal,4
265593,4343401,61,Orthorhombic,2
265594,4343402,15,Monoclinic,1
265595,4343403,15,Monoclinic,1
265596,4343404,15,Monoclinic,1
265597,4343405,14,Monoclinic,1
265598,4343406,14,Monoclinic,1
265599,4343407,14,Monoclinic,1
265600,4343408,14,Monoclinic,1
265601,4343409,2,Triclinic,0
265602,4343410,14,Monoclinic,1
265603,4343411,61,Orthorhombic,2
265604,4343412,14,Monoclinic,1
265605,4343413,15,Monoclinic,1
265606,4343414,2,Triclinic,0
265607,4343415,14,Monoclinic,1
265608,4343416,15,Monoclinic,1
265609,4343417,15,Monoclinic,1
265610,4343418,2,Triclinic,0
265611,4343419,15,Monoclinic,1
265612,4343420,2,Triclinic,0
265613,4343421,2,Triclinic,0
265614,4343422,2,Triclinic,0
265615,4343423,14,Monoclinic,1
265616,4343424,14,Monoclinic,1
265617,4343425,14,Monoclinic,1
265618,4343426,2,Triclinic,0
265619,4343427,2,Triclinic,0
265620,4343428,2,Triclinic,0
265621,4343429,2,Triclinic,0
265622,4343430,2,Triclinic,0
265623,4343431,209,Cubic,6
265624,4343432,14,Monoclinic,1
265625,4343433,14,Monoclinic,1
265626,4343434,14,Monoclinic,1
265627,4343435,14,Monoclinic,1
265628,4343436,148,Trigonal,4
265629,4343437,33,Orthorhombic,2
265630,4343438,15,Monoclinic,1
265631,4343439,148,Trigonal,4
265632,4343440,15,Monoclinic,1
265633,4343441,14,Monoclinic,1
265634,4343442,14,Monoclinic,1
265635,4343443,2,Triclinic,0
265636,4343444,14,Monoclinic,1
265637,4343445,2,Triclinic,0
265638,4343446,14,Monoclinic,1
265639,4343447,2,Triclinic,0
265640,4343448,60,Orthorhombic,2
265641,4343449,60,Orthorhombic,2
265642,4343450,2,Triclinic,0
265643,4343451,14,Monoclinic,1
265644,4343452,14,Monoclinic,1
265645,4343453,2,Triclinic,0
265646,4343454,15,Monoclinic,1
265647,4343455,2,Triclinic,0
265648,4343457,2,Triclinic,0
265649,4343461,2,Triclinic,0
265650,4343462,2,Triclinic,0
265651,4343463,14,Monoclinic,1
265652,4343464,62,Orthorhombic,2
265653,4343465,62,Orthorhombic,2
265654,4343466,62,Orthorhombic,2
265655,4343468,14,Monoclinic,1
265656,4343469,61,Orthorhombic,2
265657,4343470,62,Orthorhombic,2
265658,4343471,4,Monoclinic,1
265659,4343472,14,Monoclinic,1
265660,4343473,14,Monoclinic,1
265661,4343474,2,Triclinic,0
265662,4343475,167,Trigonal,4
265663,4343476,148,Trigonal,4
265664,4343477,165,Trigonal,4
265665,4343478,14,Monoclinic,1
265666,4343479,15,Monoclinic,1
265667,4343480,2,Triclinic,0
265668,4343481,15,Monoclinic,1
265669,4343482,14,Monoclinic,1
265670,4343483,14,Monoclinic,1
265671,4343484,14,Monoclinic,1
265672,4343485,14,Monoclinic,1
265673,4343486,14,Monoclinic,1
265674,4343487,15,Monoclinic,1
265675,4343488,14,Monoclinic,1
265676,4343489,14,Monoclinic,1
265677,4343490,14,Monoclinic,1
265678,4343491,14,Monoclinic,1
265679,4343492,14,Monoclinic,1
265680,4343493,14,Monoclinic,1
265681,4343494,2,Triclinic,0
265682,4343495,14,Monoclinic,1
265683,4343496,14,Monoclinic,1
265684,4343497,9,Monoclinic,1
265685,4343498,9,Monoclinic,1
265686,4343499,14,Monoclinic,1
265687,4343501,14,Monoclinic,1
265688,4343504,36,Orthorhombic,2
265689,4343505,36,Orthorhombic,2
265690,4343506,36,Orthorhombic,2
265691,4343507,36,Orthorhombic,2
265692,4343508,36,Orthorhombic,2
265693,4343509,12,Monoclinic,1
265694,4343510,12,Monoclinic,1
265695,4343511,2,Triclinic,0
265696,4343512,61,Orthorhombic,2
265697,4343513,2,Triclinic,0
265698,4343514,14,Monoclinic,1
265699,4343515,2,Triclinic,0
265700,4343516,2,Triclinic,0
265701,4343517,15,Monoclinic,1
265702,4343518,62,Orthorhombic,2
265703,4343519,4,Monoclinic,1
265704,4343520,14,Monoclinic,1
265705,4343521,14,Monoclinic,1
265706,4343522,15,Monoclinic,1
265707,4343523,14,Monoclinic,1
265708,4343524,33,Orthorhombic,2
265709,4343525,2,Triclinic,0
265710,4343526,14,Monoclinic,1
265711,4343527,148,Trigonal,4
265712,4343528,14,Monoclinic,1
265713,4343529,60,Orthorhombic,2
265714,4343530,33,Orthorhombic,2
265715,4343531,60,Orthorhombic,2
265716,4343532,14,Monoclinic,1
265717,4343533,19,Orthorhombic,2
265718,4343534,19,Orthorhombic,2
265719,4343535,2,Triclinic,0
265720,4343536,14,Monoclinic,1
265721,4343537,14,Monoclinic,1
265722,4343538,15,Monoclinic,1
265723,4343539,15,Monoclinic,1
265724,4343540,15,Monoclinic,1
265725,4343541,15,Monoclinic,1
265726,4343542,15,Monoclinic,1
265727,4343543,15,Monoclinic,1
265728,4343544,15,Monoclinic,1
265729,4343545,15,Monoclinic,1
265730,4343546,15,Monoclinic,1
265731,4343547,15,Monoclinic,1
265732,4343548,15,Monoclinic,1
265733,4343549,15,Monoclinic,1
265734,4343550,15,Monoclinic,1
265735,4343551,15,Monoclinic,1
265736,4343552,15,Monoclinic,1
265737,4343553,15,Monoclinic,1
265738,4343554,14,Monoclinic,1
265739,4343555,14,Monoclinic,1
265740,4343556,14,Monoclinic,1
265741,4343557,14,Monoclinic,1
265742,4343558,2,Triclinic,0
265743,4343559,2,Triclinic,0
265744,4343560,14,Monoclinic,1
265745,4343561,2,Triclinic,0
265746,4343562,15,Monoclinic,1
265747,4343563,14,Monoclinic,1
265748,4343564,15,Monoclinic,1
265749,4343565,19,Orthorhombic,2
265750,4343566,14,Monoclinic,1
265751,4343567,4,Monoclinic,1
265752,4343568,62,Orthorhombic,2
265753,4343569,2,Triclinic,0
265754,4343570,2,Triclinic,0
265755,4343571,2,Triclinic,0
265756,4343572,33,Orthorhombic,2
265757,4343573,14,Monoclinic,1
265758,4343574,15,Monoclinic,1
265759,4343575,12,Monoclinic,1
265760,4343576,19,Orthorhombic,2
265761,4343577,14,Monoclinic,1
265762,4343578,2,Triclinic,0
265763,4343579,14,Monoclinic,1
265764,4343580,14,Monoclinic,1
265765,4343581,2,Triclinic,0
265766,4343582,61,Orthorhombic,2
265767,4343583,2,Triclinic,0
265768,4343584,225,Cubic,6
265769,4343585,14,Monoclinic,1
265770,4343586,14,Monoclinic,1
265771,4343587,14,Monoclinic,1
265772,4343588,14,Monoclinic,1
265773,4343589,166,Trigonal,4
265774,4343590,12,Monoclinic,1
265775,4343591,223,Cubic,6
265776,4343593,148,Trigonal,4
265777,4343594,148,Trigonal,4
265778,4343595,148,Trigonal,4
265779,4343596,148,Trigonal,4
265780,4343597,148,Trigonal,4
265781,4343598,61,Orthorhombic,2
265782,4343599,15,Monoclinic,1
265783,4343600,14,Monoclinic,1
265784,4343601,14,Monoclinic,1
265785,4343602,19,Orthorhombic,2
265786,4343603,62,Orthorhombic,2
265787,4343605,37,Orthorhombic,2
265788,4343606,2,Triclinic,0
265789,4343607,33,Orthorhombic,2
265790,4343610,15,Monoclinic,1
265791,4343611,2,Triclinic,0
265792,4343612,14,Monoclinic,1
265793,4343613,144,Trigonal,4
265794,4343614,2,Triclinic,0
265795,4343615,2,Triclinic,0
265796,4343616,2,Triclinic,0
265797,4343617,14,Monoclinic,1
265798,4343619,2,Triclinic,0
265799,4343620,11,Monoclinic,1
265800,4343621,11,Monoclinic,1
265801,4343622,11,Monoclinic,1
265802,4343623,11,Monoclinic,1
265803,4343624,2,Triclinic,0
265804,4343625,14,Monoclinic,1
265805,4343626,2,Triclinic,0
265806,4343627,9,Monoclinic,1
265807,4343628,167,Trigonal,4
265808,4343629,167,Trigonal,4
265809,4343630,5,Monoclinic,1
265810,4343631,14,Monoclinic,1
265811,4343636,4,Monoclinic,1
265812,4343637,14,Monoclinic,1
265813,4343638,225,Cubic,6
265814,4343639,96,Tetragonal,3
265815,4343640,154,Trigonal,4
265816,4343641,2,Triclinic,0
265817,4343642,117,Tetragonal,3
265818,4343643,99,Tetragonal,3
265819,4343644,15,Monoclinic,1
265820,4343646,14,Monoclinic,1
265821,4343647,14,Monoclinic,1
265822,4343648,2,Triclinic,0
265823,4343649,33,Orthorhombic,2
265824,4343650,61,Orthorhombic,2
265825,4343651,14,Monoclinic,1
265826,4343652,221,Cubic,6
265827,4343653,221,Cubic,6
265828,4343654,62,Orthorhombic,2
265829,4343655,2,Triclinic,0
265830,4343656,62,Orthorhombic,2
265831,4343657,36,Orthorhombic,2
265832,4343658,14,Monoclinic,1
265833,4343659,19,Orthorhombic,2
265834,4343660,19,Orthorhombic,2
265835,4343661,1,Triclinic,0
265836,4343662,33,Orthorhombic,2
265837,4343663,14,Monoclinic,1
265838,4343664,58,Orthorhombic,2
265839,4343665,57,Orthorhombic,2
265840,4343666,14,Monoclinic,1
265841,4343667,14,Monoclinic,1
265842,4343668,14,Monoclinic,1
265843,4343669,62,Orthorhombic,2
265844,4343670,15,Monoclinic,1
265845,4343671,20,Orthorhombic,2
265846,4343672,62,Orthorhombic,2
265847,4343673,61,Orthorhombic,2
265848,4343674,14,Monoclinic,1
265849,4343675,110,Tetragonal,3
265850,4343676,12,Monoclinic,1
265851,4343680,14,Monoclinic,1
265852,4343681,14,Monoclinic,1
265853,4343682,148,Trigonal,4
265854,4343684,12,Monoclinic,1
265855,4343685,228,Cubic,6
265856,4343686,221,Cubic,6
265857,4343687,221,Cubic,6
265858,4343688,225,Cubic,6
265859,4343689,225,Cubic,6
265860,4343690,61,Orthorhombic,2
265861,4343691,14,Monoclinic,1
265862,4343692,225,Cubic,6
265863,4343693,12,Monoclinic,1
265864,4343694,136,Tetragonal,3
265865,4343695,221,Cubic,6
265866,4343696,14,Monoclinic,1
265867,4343697,14,Monoclinic,1
265868,4343698,14,Monoclinic,1
265869,4343699,14,Monoclinic,1
265870,4343700,61,Orthorhombic,2
265871,4343701,14,Monoclinic,1
265872,4343702,62,Orthorhombic,2
265873,4343703,14,Monoclinic,1
265874,4343704,62,Orthorhombic,2
265875,4343705,61,Orthorhombic,2
265876,4343706,212,Cubic,6
265877,4343707,15,Monoclinic,1
265878,4343708,15,Monoclinic,1
265879,4343709,2,Triclinic,0
265880,4343710,14,Monoclinic,1
265881,4343711,148,Trigonal,4
265882,4343713,33,Orthorhombic,2
265883,4343714,14,Monoclinic,1
265884,4343715,2,Triclinic,0
265885,4343716,2,Triclinic,0
265886,4343717,2,Triclinic,0
265887,4343718,14,Monoclinic,1
265888,4343719,11,Monoclinic,1
265889,4343720,11,Monoclinic,1
265890,4343721,62,Orthorhombic,2
265891,4343722,160,Trigonal,4
265892,4343723,62,Orthorhombic,2
265893,4343725,29,Orthorhombic,2
265894,4343726,14,Monoclinic,1
265895,4343727,2,Triclinic,0
265896,4343728,2,Triclinic,0
265897,4343729,229,Cubic,6
265898,4343730,15,Monoclinic,1
265899,4343731,14,Monoclinic,1
265900,4343732,11,Monoclinic,1
265901,4343733,225,Cubic,6
265902,4343734,225,Cubic,6
265903,4343735,225,Cubic,6
265904,4343736,124,Tetragonal,3
265905,4343737,82,Tetragonal,3
265906,4343738,128,Tetragonal,3
265907,4343739,61,Orthorhombic,2
265908,4343740,2,Triclinic,0
265909,4343741,64,Orthorhombic,2
265910,4343742,14,Monoclinic,1
265911,4343743,14,Monoclinic,1
265912,4343744,15,Monoclinic,1
265913,4343745,2,Triclinic,0
265914,4343746,14,Monoclinic,1
265915,4343747,2,Triclinic,0
265916,4343748,221,Cubic,6
265917,4343749,166,Trigonal,4
265918,4343750,2,Triclinic,0
265919,4343751,62,Orthorhombic,2
265920,4343752,12,Monoclinic,1
265921,4343753,14,Monoclinic,1
265922,4343754,2,Triclinic,0
265923,4343755,2,Triclinic,0
265924,4343756,14,Monoclinic,1
265925,4343757,2,Triclinic,0
265926,4343758,15,Monoclinic,1
265927,4343759,166,Trigonal,4
265928,4343761,14,Monoclinic,1
265929,4343763,194,Hexagonal,5
265930,4343764,15,Monoclinic,1
265931,4343768,64,Orthorhombic,2
265932,4343769,15,Monoclinic,1
265933,4343770,14,Monoclinic,1
265934,4343771,15,Monoclinic,1
265935,4343772,2,Triclinic,0
265936,4343773,14,Monoclinic,1
265937,4343775,74,Orthorhombic,2
265938,4343776,14,Monoclinic,1
265939,4343777,12,Monoclinic,1
265940,4343778,62,Orthorhombic,2
265941,4343779,33,Orthorhombic,2
265942,4343780,148,Trigonal,4
265943,4343781,15,Monoclinic,1
265944,4343782,69,Orthorhombic,2
265945,4343783,146,Trigonal,4
265946,4343784,146,Trigonal,4
265947,4343785,19,Orthorhombic,2
265948,4343786,14,Monoclinic,1
265949,4343787,14,Monoclinic,1
265950,4343788,62,Orthorhombic,2
265951,4343791,9,Monoclinic,1
265952,4343792,2,Triclinic,0
265953,4343794,88,Tetragonal,3
265954,4343795,59,Orthorhombic,2
265955,4343796,15,Monoclinic,1
265956,4343797,140,Tetragonal,3
265957,4343798,141,Tetragonal,3
265958,4343799,62,Orthorhombic,2
265959,4343800,11,Monoclinic,1
265960,4343805,15,Monoclinic,1
265961,4343806,13,Monoclinic,1
265962,4343807,194,Hexagonal,5
265963,4343808,14,Monoclinic,1
265964,4343809,2,Triclinic,0
265965,4343810,1,Triclinic,0
265966,4343811,2,Triclinic,0
265967,4343812,14,Monoclinic,1
265968,4343813,96,Tetragonal,3
265969,4343814,158,Trigonal,4
265970,4343815,96,Tetragonal,3
265971,4343816,15,Monoclinic,1
265972,4343818,174,Hexagonal,5
265973,4343819,15,Monoclinic,1
265974,4343820,15,Monoclinic,1
265975,4343821,139,Tetragonal,3
265976,4343822,216,Cubic,6
265977,4343823,216,Cubic,6
265978,4343824,14,Monoclinic,1
265979,4343825,14,Monoclinic,1
265980,4343826,123,Tetragonal,3
265981,4343827,123,Tetragonal,3
265982,4343828,29,Orthorhombic,2
265983,4343829,223,Cubic,6
265984,4343830,223,Cubic,6
265985,4343832,14,Monoclinic,1
265986,4343833,139,Tetragonal,3
265987,4343834,62,Orthorhombic,2
265988,4343835,62,Orthorhombic,2
265989,4343836,2,Triclinic,0
265990,4343837,62,Orthorhombic,2
265991,4343838,223,Cubic,6
265992,4343839,223,Cubic,6
265993,4343840,14,Monoclinic,1
265994,4343841,14,Monoclinic,1
265995,4343842,74,Orthorhombic,2
265996,4343843,63,Orthorhombic,2
265997,4343844,12,Monoclinic,1
265998,4343845,191,Hexagonal,5
265999,4343846,63,Orthorhombic,2
266000,4343847,12,Monoclinic,1
266001,4343848,191,Hexagonal,5
266002,4343849,63,Orthorhombic,2
266003,4343850,14,Monoclinic,1
266004,4343851,14,Monoclinic,1
266005,4343852,136,Tetragonal,3
266006,4343853,136,Tetragonal,3
266007,4343854,136,Tetragonal,3
266008,4343855,63,Orthorhombic,2
266009,4343856,63,Orthorhombic,2
266010,4343857,63,Orthorhombic,2
266011,4343858,33,Orthorhombic,2
266012,4343859,33,Orthorhombic,2
266013,4343860,33,Orthorhombic,2
266014,4343861,9,Monoclinic,1
266015,4343862,63,Orthorhombic,2
266016,4343863,225,Cubic,6
266017,4343864,14,Monoclinic,1
266018,4343865,2,Triclinic,0
266019,4343866,15,Monoclinic,1
266020,4343867,62,Orthorhombic,2
266021,4343868,225,Cubic,6
266022,4343869,10,Monoclinic,1
266023,4343870,10,Monoclinic,1
266024,4343871,10,Monoclinic,1
266025,4343872,2,Triclinic,0
266026,4343873,1,Triclinic,0
266027,4343874,166,Trigonal,4
266028,4343875,124,Tetragonal,3
266029,4343876,15,Monoclinic,1
266030,4343877,2,Triclinic,0
266031,4343878,14,Monoclinic,1
266032,4343879,58,Orthorhombic,2
266033,4343880,58,Orthorhombic,2
266034,4343881,87,Tetragonal,3
266035,4343882,2,Triclinic,0
266036,4343883,14,Monoclinic,1
266037,4343884,62,Orthorhombic,2
266038,4343885,12,Monoclinic,1
266039,4343886,12,Monoclinic,1
266040,4343887,11,Monoclinic,1
266041,4343888,12,Monoclinic,1
266042,4343889,14,Monoclinic,1
266043,4343890,14,Monoclinic,1
266044,4343891,62,Orthorhombic,2
266045,4343892,61,Orthorhombic,2
266046,4343893,62,Orthorhombic,2
266047,4343894,60,Orthorhombic,2
266048,4343895,14,Monoclinic,1
266049,4343896,150,Trigonal,4
266050,4343897,9,Monoclinic,1
266051,4343898,147,Trigonal,4
266052,4343900,4,Monoclinic,1
266053,4343901,14,Monoclinic,1
266054,4343903,66,Orthorhombic,2
266055,4343905,57,Orthorhombic,2
266056,4343906,14,Monoclinic,1
266057,4343907,14,Monoclinic,1
266058,4343908,14,Monoclinic,1
266059,4343909,14,Monoclinic,1
266060,4343910,14,Monoclinic,1
266061,4343911,14,Monoclinic,1
266062,4343912,14,Monoclinic,1
266063,4343913,14,Monoclinic,1
266064,4343914,14,Monoclinic,1
266065,4343915,14,Monoclinic,1
266066,4343916,14,Monoclinic,1
266067,4343917,147,Trigonal,4
266068,4343918,161,Trigonal,4
266069,4343919,15,Monoclinic,1
266070,4343920,61,Orthorhombic,2
266071,4343921,14,Monoclinic,1
266072,4343922,14,Monoclinic,1
266073,4343923,62,Orthorhombic,2
266074,4343924,2,Triclinic,0
266075,4343925,2,Triclinic,0
266076,4343926,14,Monoclinic,1
266077,4343927,33,Orthorhombic,2
266078,4343928,2,Triclinic,0
266079,4343929,2,Triclinic,0
266080,4343930,2,Triclinic,0
266081,4343931,194,Hexagonal,5
266082,4343932,217,Cubic,6
266083,4343933,217,Cubic,6
266084,4343934,14,Monoclinic,1
266085,4343935,14,Monoclinic,1
266086,4343936,14,Monoclinic,1
266087,4343937,14,Monoclinic,1
266088,4343938,11,Monoclinic,1
266089,4343939,62,Orthorhombic,2
266090,4343941,14,Monoclinic,1
266091,4343942,14,Monoclinic,1
266092,4343943,2,Triclinic,0
266093,4343944,57,Orthorhombic,2
266094,4343945,57,Orthorhombic,2
266095,4343946,14,Monoclinic,1
266096,4343948,14,Monoclinic,1
266097,4343949,4,Monoclinic,1
266098,4343950,14,Monoclinic,1
266099,4343951,61,Orthorhombic,2
266100,4343952,61,Orthorhombic,2
266101,4343953,14,Monoclinic,1
266102,4343954,2,Triclinic,0
266103,4343955,2,Triclinic,0
266104,4343956,14,Monoclinic,1
266105,4343957,61,Orthorhombic,2
266106,4343958,2,Triclinic,0
266107,4343959,139,Tetragonal,3
266108,4343960,2,Triclinic,0
266109,4343961,2,Triclinic,0
266110,4343962,14,Monoclinic,1
266111,4343963,14,Monoclinic,1
266112,4343964,19,Orthorhombic,2
266113,4343965,14,Monoclinic,1
266114,4343966,14,Monoclinic,1
266115,4343967,19,Orthorhombic,2
266116,4343968,2,Triclinic,0
266117,4343969,14,Monoclinic,1
266118,4343970,14,Monoclinic,1
266119,4343971,2,Triclinic,0
266120,4343972,2,Triclinic,0
266121,4343973,2,Triclinic,0
266122,4343974,2,Triclinic,0
266123,4343975,61,Orthorhombic,2
266124,4343976,14,Monoclinic,1
266125,4343979,2,Triclinic,0
266126,4343980,2,Triclinic,0
266127,4343981,148,Trigonal,4
266128,4343982,2,Triclinic,0
266129,4343983,148,Trigonal,4
266130,4343985,14,Monoclinic,1
266131,4343986,2,Triclinic,0
266132,4343987,14,Monoclinic,1
266133,4343988,148,Trigonal,4
266134,4343989,61,Orthorhombic,2
266135,4343990,15,Monoclinic,1
266136,4343991,2,Triclinic,0
266137,4343992,2,Triclinic,0
266138,4343993,14,Monoclinic,1
266139,4343994,1,Triclinic,0
266140,4343995,15,Monoclinic,1
266141,4343996,14,Monoclinic,1
266142,4343997,15,Monoclinic,1
266143,4343999,2,Triclinic,0
266144,4344000,14,Monoclinic,1
266145,4344001,2,Triclinic,0
266146,4344002,9,Monoclinic,1
266147,4344003,9,Monoclinic,1
266148,4344004,9,Monoclinic,1
266149,4344005,9,Monoclinic,1
266150,4344006,9,Monoclinic,1
266151,4344007,9,Monoclinic,1
266152,4344008,40,Orthorhombic,2
266153,4344009,14,Monoclinic,1
266154,4344011,2,Triclinic,0
266155,4344012,15,Monoclinic,1
266156,4344013,2,Triclinic,0
266157,4344014,14,Monoclinic,1
266158,4344015,14,Monoclinic,1
266159,4344016,2,Triclinic,0
266160,4344017,7,Monoclinic,1
266161,4344018,19,Orthorhombic,2
266162,4344019,2,Triclinic,0
266163,4344020,14,Monoclinic,1
266164,4344021,14,Monoclinic,1
266165,4344022,14,Monoclinic,1
266166,4344023,14,Monoclinic,1
266167,4344024,2,Triclinic,0
266168,4344025,2,Triclinic,0
266169,4344026,2,Triclinic,0
266170,4344027,2,Triclinic,0
266171,4344029,33,Orthorhombic,2
266172,4344031,2,Triclinic,0
266173,4344032,45,Orthorhombic,2
266174,4344033,2,Triclinic,0
266175,4344034,14,Monoclinic,1
266176,4344035,2,Triclinic,0
266177,4344036,60,Orthorhombic,2
266178,4344037,60,Orthorhombic,2
266179,4344038,14,Monoclinic,1
266180,4344039,14,Monoclinic,1
266181,4344040,2,Triclinic,0
266182,4344041,5,Monoclinic,1
266183,4344042,120,Tetragonal,3
266184,4344043,70,Orthorhombic,2
266185,4344044,2,Triclinic,0
266186,4344045,4,Monoclinic,1
266187,4344046,2,Triclinic,0
266188,4344048,14,Monoclinic,1
266189,4344049,2,Triclinic,0
266190,4344050,19,Orthorhombic,2
266191,4344051,19,Orthorhombic,2
266192,4344053,176,Hexagonal,5
266193,4344054,12,Monoclinic,1
266194,4344055,12,Monoclinic,1
266195,4344057,139,Tetragonal,3
266196,4344058,139,Tetragonal,3
266197,4344059,139,Tetragonal,3
266198,4344060,63,Orthorhombic,2
266199,4344061,167,Trigonal,4
266200,4344062,15,Monoclinic,1
266201,4344063,14,Monoclinic,1
266202,4344064,2,Triclinic,0
266203,4344065,15,Monoclinic,1
266204,4344066,2,Triclinic,0
266205,4344067,14,Monoclinic,1
266206,4344068,191,Hexagonal,5
266207,4344069,4,Monoclinic,1
266208,4344070,14,Monoclinic,1
266209,4344072,2,Triclinic,0
266210,4344073,4,Monoclinic,1
266211,4344074,2,Triclinic,0
266212,4344075,2,Triclinic,0
266213,4344076,14,Monoclinic,1
266214,4344077,191,Hexagonal,5
266215,4344078,2,Triclinic,0
266216,4344080,2,Triclinic,0
266217,4344081,2,Triclinic,0
266218,4344082,2,Triclinic,0
266219,4344083,15,Monoclinic,1
266220,4344085,154,Trigonal,4
266221,4344088,225,Cubic,6
266222,4344089,15,Monoclinic,1
266223,4344090,15,Monoclinic,1
266224,4344091,2,Triclinic,0
266225,4344092,14,Monoclinic,1
266226,4344093,14,Monoclinic,1
266227,4344094,2,Triclinic,0
266228,4344096,2,Triclinic,0
266229,4344097,19,Orthorhombic,2
266230,4344098,14,Monoclinic,1
266231,4344099,60,Orthorhombic,2
266232,4344100,196,Cubic,6
266233,4344101,2,Triclinic,0
266234,4344102,167,Trigonal,4
266235,4344103,2,Triclinic,0
266236,4344104,14,Monoclinic,1
266237,4344105,229,Cubic,6
266238,4344107,85,Tetragonal,3
266239,4344108,176,Hexagonal,5
266240,4344109,225,Cubic,6
266241,4344110,65,Orthorhombic,2
266242,4344112,62,Orthorhombic,2
266243,4344113,14,Monoclinic,1
266244,4344115,14,Monoclinic,1
266245,4344116,148,Trigonal,4
266246,4344117,148,Trigonal,4
266247,4344118,148,Trigonal,4
266248,4344119,148,Trigonal,4
266249,4344120,148,Trigonal,4
266250,4344122,15,Monoclinic,1
266251,4344125,227,Cubic,6
266252,4344127,227,Cubic,6
266253,4344129,2,Triclinic,0
266254,4344130,218,Cubic,6
266255,4344131,61,Orthorhombic,2
266256,4344132,137,Tetragonal,3
266257,4344133,19,Orthorhombic,2
266258,4344134,19,Orthorhombic,2
266259,4344135,194,Hexagonal,5
266260,4344136,194,Hexagonal,5
266261,4344137,63,Orthorhombic,2
266262,4344138,15,Monoclinic,1
266263,4344139,148,Trigonal,4
266264,4344140,123,Tetragonal,3
266265,4344141,205,Cubic,6
266266,4344142,205,Cubic,6
266267,4344143,205,Cubic,6
266268,4344144,205,Cubic,6
266269,4344145,61,Orthorhombic,2
266270,4344148,122,Tetragonal,3
266271,4344149,2,Triclinic,0
266272,4344150,14,Monoclinic,1
266273,4344151,14,Monoclinic,1
266274,4344152,2,Triclinic,0
266275,4344153,12,Monoclinic,1
266276,4344154,14,Monoclinic,1
266277,4344155,204,Cubic,6
266278,4344156,204,Cubic,6
266279,4344157,204,Cubic,6
266280,4344158,63,Orthorhombic,2
266281,4344159,62,Orthorhombic,2
266282,4344160,62,Orthorhombic,2
266283,4344161,62,Orthorhombic,2
266284,4344162,60,Orthorhombic,2
266285,4344163,15,Monoclinic,1
266286,4344165,44,Orthorhombic,2
266287,4344166,44,Orthorhombic,2
266288,4344167,189,Hexagonal,5
266289,4344168,189,Hexagonal,5
266290,4344169,189,Hexagonal,5
266291,4344170,189,Hexagonal,5
266292,4344171,14,Monoclinic,1
266293,4344172,14,Monoclinic,1
266294,4344173,2,Triclinic,0
266295,4344174,2,Triclinic,0
266296,4344175,2,Triclinic,0
266297,4344176,123,Tetragonal,3
266298,4344177,123,Tetragonal,3
266299,4344180,194,Hexagonal,5
266300,4344181,204,Cubic,6
266301,4344182,204,Cubic,6
266302,4344183,204,Cubic,6
266303,4344184,204,Cubic,6
266304,4344185,189,Hexagonal,5
266305,4344187,57,Orthorhombic,2
266306,4344188,57,Orthorhombic,2
266307,4344189,2,Triclinic,0
266308,4344190,11,Monoclinic,1
266309,4344191,190,Hexagonal,5
266310,4344192,194,Hexagonal,5
266311,4344193,14,Monoclinic,1
266312,4344194,225,Cubic,6
