ID,space_group
7002814,61
7002815,15
7002816,14
7002817,14
7002818,2
7002819,148
7002820,9
7002821,2
7002822,15
7002823,2
7002824,15
7002825,15
7002826,14
7002827,4
7002828,4
7002829,13
7002830,14
7002831,14
7002832,15
7002833,11
7002834,11
7002835,2
7002837,14
7002838,14
7002839,14
7002840,2
7002841,15
7002842,14
7002843,11
7002844,2
7002845,216
7002846,216
7002847,19
7002848,15
7002849,121
7002850,61
7002851,14
7002852,61
7002853,78
7002854,14
7002855,2
7002856,2
7002857,4
7002858,4
7002859,52
7002860,74
7002861,148
7002862,146
7002863,2
7002864,2
7002865,62
7002866,2
7002867,14
7002868,15
7002869,11
7002870,14
7002871,41
7002872,14
7002873,15
7002874,15
7002875,2
7002876,2
7002877,2
7002878,2
7002879,2
7002880,2
7002881,14
7002882,14
7002883,14
7002884,14
7002885,33
7002886,14
7002887,7
7002888,14
7002889,2
7002890,2
7002891,2
7002892,2
7002893,2
7002894,14
7002895,14
7002896,2
7002897,2
7002898,2
7002899,1
7002900,1
7002901,1
7002902,61
7002903,14
7002904,14
7002905,14
7002906,14
7002907,15
7002908,15
7002909,12
7002910,2
7002911,14
7002912,2
7002913,14
7002914,2
7002916,14
7002917,61
7002918,19
7002919,2
7002920,14
7002921,14
7002922,14
7002923,14
7002924,2
7002925,9
7002926,2
7002927,2
7002928,2
7002929,61
7002930,61
7002931,14
7002932,15
7002933,167
7002934,2
7002935,2
7002936,2
7002937,2
7002938,14
7002939,14
7002940,14
7002941,2
7002942,61
7002943,12
7002944,2
7002945,14
7002946,19
7002947,2
7002948,2
7002950,14
7002951,14
7002952,14
7002953,2
7002954,15
7002955,14
7002956,2
7002957,14
7002958,2
7002959,14
7002960,2
7002961,14
7002962,60
7002963,14
7002964,15
7002965,4
7002966,15
7002967,14
7002968,61
7002969,14
7002970,14
7002971,2
7002972,2
7002973,2
7002974,15
7002975,15
7002976,2
7002977,14
7002978,61
7002979,19
7002980,2
7002981,2
7002982,14
7002983,14
7002984,2
7002985,14
7002986,15
7002987,15
7002988,14
7002989,14
7002990,2
7002991,2
7002992,14
7002993,14
7002994,14
7002995,62
7002996,110
7002997,2
7002998,61
7002999,61
7003000,2
7003001,14
7003002,2
7003003,15
7003004,14
7003005,14
7003006,15
7003007,2
7003008,14
7003009,14
7003010,14
7003011,19
7003012,11
7003013,61
7003014,61
7003015,61
7003016,61
7003017,14
7003018,14
7003019,61
7003020,2
7003021,2
7003022,2
7003023,14
7003024,2
7003025,88
7003026,88
7003027,2
7003028,148
7003029,148
7003030,19
7003031,14
7003032,19
7003033,14
7003034,19
7003035,19
7003036,14
7003037,2
7003038,2
7003039,2
7003040,2
7003041,13
7003042,14
7003043,2
7003044,43
7003045,14
7003046,14
7003047,15
7003048,15
7003049,14
7003050,2
7003051,56
7003052,15
7003053,2
7003054,15
7003055,14
7003056,14
7003057,19
7003058,2
7003059,14
7003060,2
7003061,62
7003062,2
7003063,14
7003064,14
7003065,52
7003066,11
7003067,13
7003068,2
7003069,2
7003070,50
7003071,2
7003072,14
7003073,14
7003074,14
7003075,60
7003076,15
7003077,60
7003078,14
7003079,29
7003080,2
7003081,15
7003082,14
7003083,2
7003084,14
7003085,85
7003086,14
7003087,2
7003088,14
7003089,2
7003090,2
7003091,2
7003092,14
7003093,14
7003094,61
7003095,2
7003096,14
7003097,2
7003098,2
7003099,2
7003100,14
7003101,15
7003102,18
7003103,15
7003104,15
7003106,148
7003107,167
7003108,14
7003109,2
7003110,15
7003111,88
7003112,14
7003113,14
7003114,14
7003115,14
7003116,14
7003117,15
7003118,62
7003119,119
7003120,15
7003121,119
7003122,148
7003123,2
7003124,14
7003126,15
7003127,14
7003128,88
7003129,2
7003130,2
7003131,15
7003132,15
7003133,62
7003134,14
7003135,19
7003136,2
7003137,14
7003138,2
7003139,15
7003141,148
7003142,2
7003143,72
7003144,2
7003145,2
7003146,14
7003148,56
7003149,7
7003150,70
7003151,15
7003152,2
7003153,14
7003154,14
7003155,14
7003156,14
7003157,2
7003158,14
7003159,15
7003160,15
7003161,15
7003162,15
7003163,15
7003164,15
7003165,14
7003166,14
7003167,14
7003168,15
7003170,14
7003171,160
7003172,62
7003173,19
7003174,14
7003175,2
7003176,14
7003177,88
7003178,19
7003179,2
7003180,14
7003181,2
7003182,2
7003183,2
7003184,14
7003185,4
7003186,9
7003187,14
7003188,14
7003189,14
7003190,13
7003191,15
7003192,14
7003193,2
7003194,15
7003195,2
7003196,14
7003197,14
7003198,15
7003199,14
7003200,15
7003201,14
7003202,14
7003203,14
7003204,12
7003206,14
7003207,2
7003208,166
7003209,5
7003210,5
7003211,62
7003212,63
7003213,217
7003214,87
7003215,14
7003216,14
7003217,14
7003218,14
7003219,14
7003220,14
7003221,14
7003222,14
7003223,2
7003224,2
7003225,14
7003226,161
7003227,14
7003228,14
7003230,15
7003231,14
7003232,2
7003234,7
7003235,14
7003236,14
7003237,2
7003238,14
7003239,14
7003240,14
7003241,14
7003242,14
7003243,2
7003244,2
7003245,15
7003246,148
7003247,14
7003248,19
7003249,19
7003250,15
7003251,14
7003252,15
7003253,14
7003254,2
7003255,2
7003256,2
7003257,2
7003258,2
7003259,88
7003260,2
7003261,2
7003262,15
7003263,70
7003264,15
7003265,15
7003266,14
7003267,110
7003268,14
7003269,86
7003270,14
7003271,43
7003272,14
7003273,14
7003274,2
7003275,2
7003276,61
7003277,4
7003278,4
7003279,14
7003280,14
7003281,14
7003282,5
7003283,15
7003284,5
7003285,14
7003286,2
7003287,14
7003288,2
7003289,2
7003290,2
7003291,2
7003292,2
7003293,14
7003294,2
7003295,15
7003296,2
7003298,14
7003299,14
7003300,14
7003301,14
7003302,14
7003303,2
7003304,19
7003305,2
7003306,14
7003307,2
7003308,2
7003309,2
7003311,14
7003312,2
7003313,2
7003314,2
7003315,14
7003316,2
7003317,2
7003318,2
7003319,14
7003320,14
7003321,14
7003322,14
7003323,14
7003324,14
7003325,2
7003326,4
7003327,14
7003328,2
7003329,62
7003330,4
7003331,14
7003332,2
7003333,145
7003334,14
7003335,14
7003336,14
7003337,2
7003338,2
7003339,14
7003340,14
7003341,14
7003342,14
7003343,2
7003344,138
7003345,14
7003346,14
7003347,14
7003348,15
7003349,14
7003350,2
7003354,14
7003355,14
7003356,61
7003357,14
7003358,92
7003359,148
7003360,148
7003361,14
7003362,2
7003363,15
7003364,2
7003365,15
7003366,15
7003367,14
7003368,2
7003369,2
7003370,2
7003371,2
7003372,2
7003373,14
7003374,14
7003375,2
7003376,2
7003377,14
7003378,14
7003379,14
7003380,14
7003381,14
7003382,14
7003383,2
7003384,2
7003385,19
7003386,2
7003387,14
7003388,15
7003389,2
7003390,2
7003391,14
7003392,14
7003393,14
7003394,19
7003395,14
7003396,15
7003397,15
7003398,14
7003399,14
7003400,52
7003402,62
7003403,56
7003405,13
7003406,14
7003407,148
7003408,13
7003409,13
7003410,2
7003411,14
7003412,130
7003413,14
7003414,14
7003415,14
7003416,14
7003417,14
7003418,13
7003419,13
7003420,9
7003421,9
7003422,32
7003423,14
7003424,2
7003425,14
7003426,15
7003427,14
7003428,5
7003429,14
7003430,2
7003431,2
7003432,85
7003433,2
7003434,86
7003435,15
7003436,14
7003437,14
7003438,14
7003440,19
7003441,2
7003442,14
7003443,2
7003444,14
7003445,2
7003446,14
7003447,2
7003448,14
7003449,14
7003450,60
7003451,18
7003452,14
7003453,14
7003454,19
7003455,14
7003456,2
7003457,14
7003458,2
7003459,4
7003460,14
7003461,2
7003462,14
7003463,14
7003464,52
7003465,15
7003466,14
7003467,2
7003468,5
7003469,5
7003470,4
7003471,5
7003472,14
7003473,2
7003474,14
7003475,82
7003476,82
7003477,13
7003478,13
7003479,169
7003480,15
7003481,2
7003482,14
7003483,14
7003484,145
7003485,14
7003486,2
7003487,61
7003489,15
7003490,4
7003491,14
7003492,2
7003493,14
7003494,60
7003495,14
7003496,14
7003497,13
7003498,9
7003499,2
7003500,2
7003501,14
7003502,15
7003503,15
7003504,14
7003505,14
7003506,2
7003507,2
7003508,15
7003509,14
7003510,2
7003511,14
7003512,2
7003513,14
7003514,15
7003515,15
7003516,33
7003517,9
7003518,174
7003519,14
7003520,29
7003521,2
7003522,14
7003523,14
7003524,136
7003525,62
7003526,14
7003527,14
7003528,160
7003529,160
7003530,14
7003531,14
7003532,2
7003533,14
7003534,14
7003535,14
7003537,14
7003538,14
7003539,14
7003540,2
7003541,14
7003542,15
7003543,2
7003544,14
7003545,14
7003546,14
7003547,14
7003548,14
7003549,14
7003550,14
7003551,2
7003552,14
7003553,14
7003554,14
7003555,15
7003556,2
7003557,15
7003558,14
7003559,14
7003560,2
7003561,14
7003562,15
7003563,2
7003564,14
7003565,14
7003566,64
7003567,15
7003568,2
7003569,14
7003570,61
7003571,2
7003572,14
7003573,2
7003574,2
7003575,2
7003576,2
7003577,2
7003578,14
7003579,14
7003580,14
7003581,14
7003582,2
7003583,2
7003584,2
7003585,2
7003586,14
7003587,2
7003588,14
7003589,2
7003590,2
7003591,14
7003592,2
7003593,13
7003594,2
7003595,2
7003596,29
7003597,14
7003598,14
7003599,2
7003600,14
7003601,14
7003602,2
7003603,14
7003604,2
7003605,2
7003606,2
7003607,14
7003608,4
7003609,14
7003610,2
7003611,148
7003612,148
7003613,2
7003614,14
7003615,14
7003616,61
7003617,161
7003618,161
7003619,2
7003620,14
7003622,14
7003623,19
7003624,14
7003625,61
7003626,15
7003627,2
7003628,4
7003629,1
7003630,19
7003631,19
7003632,14
7003633,15
7003634,2
7003635,15
7003636,14
7003637,14
7003638,15
7003639,2
7003640,15
7003641,2
7003642,2
7003643,14
7003644,14
7003645,61
7003646,2
7003647,14
7003648,15
7003649,15
7003650,14
7003651,190
7003652,190
7003653,2
7003654,14
7003655,2
7003656,2
7003657,61
7003658,14
7003659,14
7003660,2
7003661,14
7003662,14
7003664,14
7003665,14
7003666,61
7003667,60
7003668,15
7003669,2
7003670,14
7003671,2
7003672,14
7003673,88
7003674,43
7003675,14
7003676,4
7003677,9
7003678,15
7003679,14
7003680,14
7003681,19
7003682,61
7003684,2
7003685,14
7003686,15
7003687,2
7003688,2
7003689,14
7003690,14
7003691,2
7003692,2
7003693,2
7003694,61
7003695,61
7003696,33
7003697,14
7003698,2
7003699,2
7003700,2
7003701,15
7003702,14
7003703,14
7003704,15
7003705,2
7003706,176
7003707,15
7003708,4
7003710,14
7003711,14
7003712,9
7003713,14
7003714,2
7003715,2
7003716,15
7003717,2
7003718,43
7003719,15
7003720,14
7003721,2
7003722,61
7003723,2
7003724,14
7003725,2
7003726,113
7003727,14
7003728,2
7003729,2
7003730,14
7003731,14
7003732,15
7003733,15
7003734,2
7003735,61
7003736,33
7003737,2
7003738,15
7003739,14
7003740,2
7003741,12
7003742,4
7003743,2
7003744,4
7003745,36
7003746,14
7003747,14
7003748,14
7003749,2
7003750,4
7003751,14
7003752,14
7003753,2
7003754,2
7003755,14
7003756,14
7003757,15
7003758,18
7003759,14
7003760,15
7003761,15
7003762,4
7003763,18
7003764,14
7003765,18
7003766,14
7003767,14
7003768,14
7003769,14
7003770,14
7003771,2
7003772,52
7003773,2
7003774,2
7003775,15
7003776,61
7003777,2
7003778,14
7003779,2
7003780,14
7003781,5
7003782,88
7003783,15
7003784,2
7003785,2
7003786,2
7003787,4
7003789,165
7003790,2
7003791,148
7003792,14
7003793,61
7003794,60
7003795,60
7003796,2
7003797,2
7003798,19
7003799,61
7003800,62
7003801,14
7003802,14
7003803,14
7003804,14
7003805,2
7003806,2
7003807,2
7003808,14
7003809,122
7003810,78
7003811,14
7003812,2
7003813,19
7003814,14
7003815,2
7003816,2
7003817,14
7003818,34
7003819,2
7003820,14
7003821,14
7003822,2
7003823,2
7003824,15
7003825,15
7003826,167
7003827,14
7003828,2
7003829,14
7003830,14
7003831,14
7003832,14
7003833,14
7003835,14
7003836,2
7003837,14
7003839,29
7003840,14
7003841,14
7003842,14
7003843,19
7003844,14
7003845,14
7003846,2
7003847,2
7003848,88
7003849,148
7003850,14
7003852,14
7003853,14
7003854,15
7003855,14
7003856,2
7003857,7
7003858,14
7003859,15
7003861,14
7003862,14
7003863,14
7003864,14
7003865,2
7003866,14
7003867,2
7003868,41
7003869,14
7003870,14
7003871,2
7003872,2
7003873,14
7003874,176
7003875,2
7003876,15
7003877,14
7003878,14
7003879,14
7003880,2
7003881,2
7003882,2
7003883,15
7003884,14
7003885,14
7003886,14
7003887,14
7003888,148
7003889,14
7003890,2
7003891,14
7003892,9
7003893,14
7003894,14
7003895,2
7003896,2
7003897,14
7003898,14
7003899,2
7003900,2
7003901,15
7003902,2
7003903,14
7003905,14
7003906,14
7003907,14
7003908,14
7003909,14
7003910,14
7003911,14
7003912,2
7003913,14
7003914,2
7003915,14
7003916,14
7003917,14
7003918,2
7003919,14
7003920,15
7003921,14
7003922,14
7003923,15
7003924,2
7003925,2
7003926,61
7003927,12
7003928,12
7003929,12
7003930,2
7003931,2
7003934,2
7003935,2
7003936,14
7003937,61
7003938,2
7003939,14
7003940,14
7003941,2
7003942,2
7003943,15
7003944,15
7003945,2
7003946,2
7003947,2
7003948,14
7003949,14
7003950,15
7003951,15
7003952,14
7003953,61
7003954,14
7003955,14
7003956,56
7003957,148
7003958,14
7003959,2
7003961,14
7003962,14
7003963,14
7003964,14
7003965,14
7003966,61
7003967,2
7003968,14
7003969,14
7003970,2
7003971,11
7003972,11
7003973,14
7003974,14
7003975,61
7003976,7
7003977,14
7003978,70
7003979,14
7003980,2
7003981,2
7003982,2
7003983,14
7003984,14
7003985,29
7003986,2
7003987,2
7003988,2
7003989,14
7003990,2
7003991,2
7003992,62
7003993,29
7003994,2
7003995,2
7003996,14
7003997,61
7003998,14
7003999,14
7004000,15
7004001,15
7004002,14
7004003,2
7004004,56
7004005,15
7004006,15
7004007,14
7004008,2
7004009,14
7004010,14
7004011,2
7004012,2
7004013,62
7004014,14
7004015,62
7004016,33
7004017,14
7004018,14
7004019,14
7004020,14
7004021,14
7004022,2
7004023,15
7004024,15
7004025,2
7004026,14
7004027,2
7004028,2
7004029,14
7004030,40
7004031,12
7004032,2
7004033,2
7004034,2
7004035,2
7004036,14
7004037,14
7004038,14
7004039,14
7004040,2
7004041,2
7004042,14
7004043,4
7004044,15
7004045,14
7004046,2
7004047,2
7004048,19
7004049,14
7004050,14
7004051,14
7004052,2
7004053,14
7004054,2
7004055,2
7004056,2
7004057,14
7004058,15
7004059,15
7004060,15
7004061,14
7004062,2
7004063,14
7004064,14
7004065,2
7004066,2
7004067,2
7004068,2
7004069,9
7004070,19
7004071,19
7004072,4
7004073,4
7004074,19
7004075,15
7004076,14
7004077,14
7004078,5
7004079,2
7004080,20
7004081,2
7004082,2
7004083,14
7004084,14
7004085,86
7004086,2
7004087,2
7004088,2
7004089,15
7004090,15
7004091,5
7004092,158
7004093,2
7004094,2
7004095,14
7004096,14
7004097,14
7004098,14
7004099,61
7004100,2
7004101,2
7004102,15
7004104,148
7004105,15
7004106,15
7004107,15
7004108,9
7004109,14
7004110,4
7004111,70
7004112,14
7004113,14
7004114,14
7004115,14
7004116,2
7004117,14
7004118,14
7004119,14
7004120,14
7004121,2
7004122,2
7004123,2
7004124,2
7004125,15
7004126,4
7004127,14
7004128,14
7004129,14
7004130,2
7004131,2
7004132,2
7004133,14
7004134,2
7004135,4
7004136,19
7004137,12
7004139,14
7004140,14
7004141,14
7004142,4
7004143,14
7004144,2
7004145,15
7004146,9
7004147,15
7004148,15
7004149,169
7004150,19
7004151,14
7004152,14
7004153,61
7004154,2
7004155,2
7004156,14
7004157,14
7004158,2
7004159,14
7004160,14
7004161,2
7004162,2
7004163,14
7004164,14
7004165,19
7004166,15
7004167,2
7004168,2
7004169,2
7004170,2
7004171,2
7004172,14
7004173,15
7004174,14
7004175,2
7004176,14
7004177,14
7004178,15
7004179,19
7004180,14
7004181,2
7004182,14
7004183,2
7004184,14
7004185,14
7004186,14
7004187,14
7004188,2
7004189,14
7004190,2
7004191,2
7004192,14
7004193,14
7004194,2
7004195,14
7004196,14
7004197,61
7004198,61
7004199,14
7004200,161
7004201,14
7004202,43
7004203,56
7004204,161
7004205,20
7004206,2
7004207,61
7004208,2
7004209,56
7004210,15
7004211,15
7004212,14
7004213,2
7004214,1
7004215,2
7004216,14
7004217,14
7004218,2
7004219,14
7004220,14
7004221,14
7004222,2
7004223,2
7004224,15
7004225,43
7004226,2
7004227,14
7004228,14
7004229,2
7004230,14
7004231,14
7004232,2
7004233,2
7004234,2
7004235,82
7004236,82
7004237,2
7004239,2
7004240,161
7004241,33
7004242,2
7004243,14
7004244,61
7004245,2
7004246,2
7004247,61
7004248,14
7004249,14
7004250,14
7004251,2
7004252,2
7004253,2
7004254,14
7004255,148
7004256,14
7004257,14
7004258,2
7004259,2
7004260,2
7004261,2
7004262,14
7004263,14
7004264,2
7004266,2
7004267,15
7004268,2
7004269,165
7004270,165
7004271,165
7004272,18
7004273,55
7004274,14
7004275,62
7004276,33
7004277,56
7004278,14
7004279,2
7004280,14
7004281,2
7004282,14
7004283,2
7004284,14
7004285,14
7004286,2
7004287,2
7004288,2
7004289,13
7004290,2
7004291,2
7004292,14
7004293,15
7004294,14
7004295,33
7004296,13
7004297,14
7004298,15
7004299,14
7004300,2
7004301,2
7004302,14
7004303,14
7004304,2
7004306,2
7004307,36
7004308,60
7004309,9
7004310,14
7004311,12
7004312,14
7004313,13
7004314,14
7004315,15
7004316,2
7004317,14
7004318,2
7004319,2
7004320,122
7004321,122
7004322,122
7004323,4
7004324,14
7004325,14
7004326,19
7004327,14
7004328,29
7004329,14
7004330,61
7004331,2
7004332,14
7004333,2
7004334,2
7004335,7
7004336,14
7004337,15
7004338,88
7004339,2
7004340,2
7004341,14
7004342,2
7004343,14
7004344,43
7004345,11
7004346,2
7004347,2
7004348,14
7004349,15
7004350,2
7004351,14
7004352,9
7004353,2
7004355,14
7004356,43
7004357,61
7004358,2
7004359,14
7004360,2
7004361,14
7004362,9
7004363,61
7004364,33
7004365,61
7004366,2
7004367,4
7004368,2
7004369,61
7004370,61
7004372,2
7004373,14
7004374,14
7004375,14
7004376,15
7004377,2
7004378,14
7004379,61
7004380,14
7004381,15
7004382,2
7004383,14
7004384,14
7004385,2
7004386,2
7004387,2
7004388,2
7004389,2
7004390,2
7004391,2
7004392,2
7004393,82
7004394,2
7004395,14
7004396,2
7004397,14
7004398,14
7004399,15
7004400,14
7004401,14
7004402,14
7004403,14
7004404,14
7004405,14
7004406,14
7004407,2
7004408,62
7004409,2
7004410,2
7004411,4
7004412,4
7004413,19
7004414,14
7004415,2
7004416,14
7004417,14
7004418,14
7004420,60
7004421,15
7004422,14
7004423,14
7004424,14
7004425,15
7004426,15
7004427,14
7004428,15
7004429,15
7004430,14
7004431,14
7004432,2
7004435,14
7004436,19
7004437,14
7004438,2
7004439,11
7004440,14
7004441,2
7004442,2
7004443,14
7004444,61
7004445,14
7004446,12
7004447,2
7004448,148
7004449,164
7004450,14
7004451,2
7004452,19
7004453,33
7004454,14
7004455,14
7004456,19
7004457,14
7004458,14
7004459,14
7004460,14
7004461,14
7004462,88
7004463,11
7004466,61
7004467,2
7004468,9
7004469,14
7004470,2
7004471,15
7004472,2
7004473,2
7004474,2
7004475,2
7004476,2
7004477,2
7004478,2
7004479,2
7004480,14
7004481,2
7004482,2
7004483,14
7004484,14
7004485,14
7004486,14
7004487,14
7004488,14
7004489,14
7004490,2
7004491,2
7004492,14
7004497,14
7004498,19
7004499,14
7004500,14
7004501,14
7004502,11
7004503,11
7004504,2
7004505,15
7004506,2
7004507,15
7004508,15
7004509,15
7004510,15
7004511,14
7004512,14
7004513,2
7004514,2
7004515,14
7004516,148
7004517,2
7004518,2
7004519,2
7004520,14
7004521,14
7004522,14
7004523,2
7004524,15
7004525,4
7004526,4
7004527,19
7004528,19
7004529,19
7004530,19
7004531,19
7004533,19
7004534,19
7004536,19
7004537,19
7004538,19
7004539,19
7004540,15
7004541,2
7004542,33
7004543,19
7004544,42
7004545,42
7004546,42
7004547,160
7004548,160
7004549,42
7004550,42
7004551,42
7004552,42
7004553,15
7004554,62
7004555,2
7004556,2
7004557,2
7004558,14
7004559,14
7004560,2
7004561,14
7004562,19
7004563,14
7004564,82
7004565,34
7004566,15
7004567,2
7004568,45
7004569,2
7004570,15
7004571,15
7004572,2
7004573,14
7004574,2
7004575,14
7004576,4
7004577,4
7004578,2
7004579,14
7004580,19
7004581,14
7004582,14
7004583,4
7004584,14
7004585,2
7004586,15
7004587,2
7004588,14
7004589,2
7004590,14
7004591,15
7004592,2
7004593,14
7004594,14
7004595,2
7004596,29
7004597,14
7004598,14
7004599,2
7004600,14
7004601,14
7004602,14
7004603,14
7004604,14
7004605,2
7004606,2
7004607,142
7004608,2
7004609,14
7004610,14
7004611,14
7004612,2
7004613,2
7004615,2
7004616,2
7004617,2
7004618,14
7004619,14
7004620,173
7004621,173
7004622,78
7004623,4
7004624,14
7004625,14
7004626,14
7004627,2
7004628,15
7004629,2
7004630,14
7004631,2
7004632,15
7004633,15
7004635,14
7004636,14
7004637,2
7004638,2
7004639,19
7004640,2
7004641,14
7004642,14
7004643,61
7004644,14
7004645,14
7004646,15
7004647,14
7004648,14
7004649,14
7004650,15
7004651,14
7004652,15
7004653,2
7004654,2
7004655,2
7004656,14
7004657,2
7004658,2
7004659,14
7004661,2
7004662,15
7004663,20
7004664,2
7004665,15
7004666,146
7004667,14
7004668,2
7004669,15
7004670,57
7004671,2
7004672,14
7004673,15
7004674,14
7004675,14
7004676,9
7004677,14
7004678,15
7004679,19
7004680,14
7004681,14
7004682,14
7004683,14
7004684,2
7004685,15
7004686,19
7004687,61
7004688,14
7004689,14
7004690,62
7004691,2
7004692,11
7004693,14
7004694,14
7004695,2
7004696,2
7004697,60
7004698,14
7004699,148
7004700,138
7004701,138
7004702,2
7004703,2
7004704,2
7004705,2
7004706,2
7004707,2
7004708,15
7004709,2
7004710,2
7004711,2
7004712,2
7004713,2
7004714,2
7004715,15
7004716,2
7004717,2
7004719,14
7004720,14
7004721,14
7004722,2
7004723,2
7004724,14
7004725,15
7004726,2
7004727,61
7004728,61
7004729,15
7004730,9
7004731,14
7004732,2
7004733,14
7004734,14
7004735,15
7004736,14
7004737,14
7004738,2
7004739,14
7004740,13
7004741,14
7004742,61
7004743,60
7004744,15
7004745,2
7004746,1
7004748,14
7004749,14
7004750,9
7004751,14
7004752,14
7004753,2
7004754,2
7004755,14
7004756,14
7004757,2
7004758,147
7004759,167
7004760,14
7004761,14
7004762,4
7004763,60
7004764,15
7004765,14
7004766,14
7004767,15
7004768,4
7004769,2
7004770,15
7004771,15
7004772,2
7004773,55
7004774,2
7004775,2
7004776,14
7004777,14
7004778,14
7004779,14
7004780,205
7004782,14
7004783,15
7004784,13
7004785,61
7004786,18
7004787,14
7004788,29
7004789,14
7004790,14
7004791,33
7004792,14
7004793,2
7004795,14
7004796,14
7004797,2
7004798,14
7004799,2
7004800,2
7004801,2
7004802,2
7004803,14
7004804,2
7004805,2
7004806,14
7004807,2
7004808,61
7004809,19
7004810,14
7004811,14
7004812,14
7004813,61
7004814,14
7004815,4
7004816,14
7004817,2
7004818,169
7004819,61
7004820,61
7004821,176
7004822,176
7004823,176
7004824,176
7004825,176
7004826,176
7004827,14
7004828,14
7004829,14
7004830,7
7004831,61
7004832,15
7004833,15
7004834,2
7004835,19
7004836,14
7004837,2
7004838,29
7004839,15
7004840,14
7004841,14
7004842,9
7004843,2
7004844,2
7004845,2
7004846,14
7004847,12
7004848,12
7004849,12
7004850,14
7004851,15
7004852,15
7004853,12
7004854,2
7004855,133
7004856,2
7004857,14
7004858,14
7004859,14
7004860,73
7004861,19
7004862,14
7004863,2
7004864,19
7004865,15
7004866,15
7004867,14
7004868,4
7004869,7
7004870,14
7004871,60
7004872,19
7004873,14
7004874,14
7004875,14
7004876,2
7004877,15
7004878,147
7004879,61
7004880,33
7004881,19
7004882,4
7004883,14
7004884,60
7004885,14
7004886,14
7004887,14
7004888,14
7004889,2
7004890,14
7004891,2
7004892,19
7004893,4
7004894,19
7004895,19
7004896,14
7004897,14
7004898,148
7004899,15
7004900,14
7004901,14
7004902,15
7004903,2
7004904,13
7004905,2
7004906,19
7004907,14
7004908,14
7004909,61
7004910,4
7004911,4
7004912,15
7004913,14
7004914,14
7004915,14
7004916,14
7004917,13
7004918,14
7004919,15
7004920,19
7004921,2
7004922,14
7004923,2
7004924,14
7004925,14
7004926,14
7004927,14
7004928,14
7004929,14
7004930,2
7004931,14
7004932,14
7004933,2
7004934,2
7004935,61
7004936,2
7004937,2
7004938,2
7004939,14
7004940,14
7004941,2
7004942,2
7004943,14
7004944,61
7004945,14
7004946,14
7004947,2
7004948,14
7004949,19
7004950,15
7004951,2
7004952,2
7004953,15
7004954,14
7004955,142
7004956,142
7004957,142
7004958,14
7004959,2
7004960,2
7004961,165
7004962,15
7004963,14
7004964,14
7004965,2
7004966,2
7004967,2
7004968,5
7004969,61
7004970,13
7004971,2
7004972,4
7004973,2
7004974,2
7004975,14
7004976,15
7004977,15
7004978,15
7004979,14
7004980,14
7004981,2
7004982,2
7004983,2
7004984,2
7004985,14
7004986,2
7004987,2
7004988,14
7004989,2
7004990,14
7004991,20
7004992,14
7004993,2
7004994,2
7004995,14
7004996,14
7004997,2
7004998,14
7004999,18
7005000,15
7005001,13
7005002,15
7005003,106
7005004,34
7005005,14
7005006,14
7005007,15
7005008,14
7005009,61
7005010,7
7005011,14
7005012,61
7005013,15
7005014,15
7005015,61
7005016,82
7005018,14
7005020,15
7005021,2
7005022,2
7005023,15
7005024,14
7005025,2
7005026,19
7005027,2
7005028,15
7005029,14
7005030,14
7005031,14
7005032,2
7005033,14
7005034,41
7005035,2
7005036,14
7005037,19
7005038,19
7005039,2
7005040,4
7005041,2
7005042,2
7005043,9
7005044,14
7005045,14
7005046,19
7005047,2
7005048,2
7005049,15
7005050,15
7005051,14
7005052,15
7005053,2
7005054,19
7005055,14
7005056,2
7005057,14
7005058,14
7005059,14
7005060,2
7005061,2
7005062,2
7005063,148
7005064,2
7005065,15
7005066,15
7005067,15
7005068,15
7005069,15
7005070,15
7005071,15
7005072,15
7005073,2
7005074,14
7005075,2
7005076,2
7005077,2
7005078,11
7005079,2
7005080,14
7005081,33
7005082,14
7005083,2
7005084,14
7005085,14
7005086,2
7005087,14
7005088,15
7005089,2
7005090,2
7005091,14
7005092,146
7005093,2
7005094,15
7005095,61
7005096,2
7005097,26
7005098,167
7005099,2
7005100,14
7005102,33
7005103,2
7005104,15
7005105,14
7005106,14
7005107,14
7005108,167
7005109,2
7005110,2
7005111,2
7005112,14
7005113,61
7005114,2
7005115,2
7005116,15
7005117,15
7005118,14
7005119,14
7005120,15
7005121,15
7005122,2
7005123,61
7005124,15
7005125,61
7005126,2
7005127,2
7005128,61
7005129,14
7005130,15
7005131,14
7005132,14
7005133,33
7005134,14
7005135,14
7005136,14
7005137,14
7005138,14
7005139,14
7005140,2
7005141,14
7005142,14
7005143,2
7005144,2
7005145,14
7005146,14
7005147,19
7005148,14
7005149,2
7005150,14
7005151,14
7005152,14
7005153,15
7005154,19
7005155,14
7005157,2
7005158,2
7005159,14
7005160,9
7005161,15
7005162,2
7005163,62
7005164,62
7005165,62
7005166,14
7005167,62
7005168,14
7005169,14
7005170,14
7005171,2
7005172,9
7005173,62
7005174,14
7005175,14
7005176,14
7005177,15
7005178,14
7005179,2
7005180,14
7005181,14
7005182,2
7005183,2
7005184,2
7005185,14
7005186,2
7005187,15
7005188,14
7005189,14
7005190,14
7005191,12
7005192,15
7005193,2
7005194,2
7005195,2
7005196,14
7005197,15
7005198,2
7005199,14
7005200,14
7005201,2
7005202,194
7005203,9
7005204,14
7005205,14
7005206,41
7005207,2
7005208,2
